MacroPlot Name,Monitoring Status,Date,Index,Transect,Slope,LogNum,Dia,DecayCl,CWDFuConSt,Comment,UV1,UV2,UV3,NumTran,TranLen,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Visited,
PIPO 20,01Year2,6/16/1999 12:00:00 AM,5,3,2,,4,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 20,01Year2,6/16/1999 12:00:00 AM,6,4,0,,17,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel4_ALL,,,,,,,,,,
PIPO 20,01Year2,6/16/1999 12:00:00 AM,7,4,0,,11,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 22,01Year2,6/17/1999 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 22,01Year2,6/17/1999 12:00:00 AM,1,1,0,,9.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 22,01Year2,6/17/1999 12:00:00 AM,2,2,0,,8.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 18,PR01,6/21/1999 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 18,PR01,6/21/1999 12:00:00 AM,1,1,20,,4,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel2_ALL,,,,,,,,,,
PIPO 18,PR01,6/21/1999 12:00:00 AM,2,1,20,,5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 02,02Year2,5/22/2000 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 02,02Year2,5/22/2000 12:00:00 AM,1,1,0,,4.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 02,02Year2,5/22/2000 12:00:00 AM,2,1,0,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 02,02Year2,5/22/2000 12:00:00 AM,3,1,0,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 03,01Year2,5/24/2000 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 03,01Year2,5/24/2000 12:00:00 AM,1,1,3,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 09,02Year2,5/25/2000 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 09,02Year2,5/25/2000 12:00:00 AM,1,1,6,,7,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 09,02Year2,5/25/2000 12:00:00 AM,2,1,6,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 13,02Year2,5/25/2000 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 14,02Year2,5/30/2000 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 18,PR02,5/30/2000 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 18,PR02,5/30/2000 12:00:00 AM,1,1,20,,4,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 18,PR02,5/30/2000 12:00:00 AM,2,1,20,,7.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 18,PR02,5/30/2000 12:00:00 AM,3,1,20,,5.5,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel2_ALL,,,,,,,,,,
PIPO 18,PR02,5/30/2000 12:00:00 AM,4,1,20,,3,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 15,01Year5,6/1/2000 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 15,01Year5,6/1/2000 12:00:00 AM,1,1,7,,4,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 15,01Year5,6/1/2000 12:00:00 AM,2,1,7,,3,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 15,01Year5,6/1/2000 12:00:00 AM,3,1,7,,4,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel1_ALL,,,,,,,,,,
PIPO 15,01Year5,6/1/2000 12:00:00 AM,4,2,5,,3.5,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel2_ALL,,,,,,,,,,
PIPO 15,01Year5,6/1/2000 12:00:00 AM,5,2,5,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 15,01Year5,6/1/2000 12:00:00 AM,6,3,16,,7.5,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel3_ALL,,,,,,,,,,
PIPO 11,02Post,6/7/2000 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 11,02Post,6/7/2000 12:00:00 AM,1,1,4,,6,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 11,02Post,6/7/2000 12:00:00 AM,2,2,2,,5.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 12,02Post,6/7/2000 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 12,02Post,6/7/2000 12:00:00 AM,1,1,0,,4.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 12,02Post,6/7/2000 12:00:00 AM,2,2,0,,4.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 04,01Post,6/10/2000 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 04,01Post,6/10/2000 12:00:00 AM,1,1,0,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 04,01Post,6/10/2000 12:00:00 AM,2,2,0,,6.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 05,02Post,6/10/2000 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 05,02Post,6/10/2000 12:00:00 AM,1,1,2,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 07,02Post,6/13/2000 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 07,02Post,6/13/2000 12:00:00 AM,1,1,1,,6.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 01,02Post,6/13/2000 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 01,02Post,6/13/2000 12:00:00 AM,1,1,8,,5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 01,02Post,6/13/2000 12:00:00 AM,2,1,8,,4.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 01,02Post,6/13/2000 12:00:00 AM,3,1,8,,21,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 01,02Post,6/13/2000 12:00:00 AM,4,1,8,,5.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 01,02Post,6/13/2000 12:00:00 AM,5,1,8,,6,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 01,02Post,6/13/2000 12:00:00 AM,6,1,8,,5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 01,02Post,6/13/2000 12:00:00 AM,7,1,8,,4.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 10,02Post,6/14/2000 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 10,02Post,6/14/2000 12:00:00 AM,1,1,23,,7.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 10,02Post,6/14/2000 12:00:00 AM,2,1,23,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 10,02Post,6/14/2000 12:00:00 AM,3,2,21,,15.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 10,02Post,6/14/2000 12:00:00 AM,4,2,21,,9,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 10,02Post,6/14/2000 12:00:00 AM,5,3,21,,4,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 10,02Post,6/14/2000 12:00:00 AM,6,3,21,,4.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 10,02Post,6/14/2000 12:00:00 AM,7,3,21,,5.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 10,02Post,6/14/2000 12:00:00 AM,8,3,21,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 06,02Post,6/15/2000 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 01,02Year1,4/16/2001 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 01,02Year1,4/16/2001 12:00:00 AM,1,1,8,,21,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 01,02Year1,4/16/2001 12:00:00 AM,2,1,8,,3,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 01,02Year1,4/16/2001 12:00:00 AM,3,1,8,,4,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 01,02Year1,4/16/2001 12:00:00 AM,4,1,8,,4.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 01,02Year1,4/16/2001 12:00:00 AM,5,1,8,,5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 01,02Year1,4/16/2001 12:00:00 AM,6,1,8,,6,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 05,02Year1,5/10/2001 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 05,02Year1,5/10/2001 12:00:00 AM,1,1,2,,7,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 05,02Year1,5/10/2001 12:00:00 AM,2,2,2,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 04,01Year1,5/16/2001 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 04,01Year1,5/16/2001 12:00:00 AM,1,1,0,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 04,01Year1,5/16/2001 12:00:00 AM,2,2,0,,7.5,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel3_ALL,,,,,,,,,,
PIPO 19,01Year5,5/16/2001 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 19,01Year5,5/16/2001 12:00:00 AM,1,1,2,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 19,01Year5,5/16/2001 12:00:00 AM,2,2,2,,19.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 11,02Year1,5/17/2001 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 11,02Year1,5/17/2001 12:00:00 AM,1,1,2,,5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 12,02Year1,5/17/2001 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 12,02Year1,5/17/2001 12:00:00 AM,1,1,0,,4,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 07,02Year1,5/21/2001 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 07,02Year1,5/21/2001 12:00:00 AM,1,1,1,,6.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 10,02Year1,5/22/2001 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 10,02Year1,5/22/2001 12:00:00 AM,1,1,23,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 10,02Year1,5/22/2001 12:00:00 AM,2,2,21,,10,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 10,02Year1,5/22/2001 12:00:00 AM,3,2,21,,9.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 10,02Year1,5/22/2001 12:00:00 AM,4,3,4,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 10,02Year1,5/22/2001 12:00:00 AM,5,4,21,,5.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 10,02Year1,5/22/2001 12:00:00 AM,6,4,21,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 10,02Year1,5/22/2001 12:00:00 AM,7,4,21,,4.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 10,02Year1,5/22/2001 12:00:00 AM,8,4,21,,3.5,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel4_ALL,,,,,,,,,,
PIPO 10,02Year1,5/22/2001 12:00:00 AM,9,4,21,,4.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 06,02Year1,5/23/2001 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 06,02Year1,5/23/2001 12:00:00 AM,1,1,0,,3,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 25,PR01,5/30/2001 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 25,PR01,5/30/2001 12:00:00 AM,1,1,9,,3,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 25,PR01,5/30/2001 12:00:00 AM,2,1,9,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 25,PR01,5/30/2001 12:00:00 AM,3,1,9,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 25,PR01,5/30/2001 12:00:00 AM,4,1,9,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 25,PR01,5/30/2001 12:00:00 AM,5,1,9,,4,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 25,PR01,5/30/2001 12:00:00 AM,6,1,9,,18,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 25,PR01,5/30/2001 12:00:00 AM,7,2,8,,4,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 25,PR01,5/30/2001 12:00:00 AM,8,2,8,,11.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 25,PR01,5/30/2001 12:00:00 AM,9,2,8,,3,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 25,PR01,5/30/2001 12:00:00 AM,10,3,11,,13,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 25,PR01,5/30/2001 12:00:00 AM,11,3,11,,5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 26,Pre,6/4/2001 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 26,Pre,6/4/2001 12:00:00 AM,1,1,10,,4.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 27,PR01,6/5/2001 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 27,PR01,6/5/2001 12:00:00 AM,1,1,10,,7.2,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel1_ALL,,,,,,,,,,
PIPO 27,PR01,6/5/2001 12:00:00 AM,2,2,6,,12.2,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 27,PR01,6/5/2001 12:00:00 AM,3,3,6,,4.7,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 28,PR01,6/6/2001 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 28,PR01,6/6/2001 12:00:00 AM,1,1,1,,3,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 28,PR01,6/6/2001 12:00:00 AM,2,2,3,,3,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 28,PR01,6/6/2001 12:00:00 AM,3,3,1,,10.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 28,PR01,6/6/2001 12:00:00 AM,4,3,1,,14,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 28,PR01,6/6/2001 12:00:00 AM,5,3,1,,4.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 29,PR01,6/7/2001 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 29,PR01,6/7/2001 12:00:00 AM,1,1,0,,4.5,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel1_ALL,,,,,,,,,,
PIPO 29,PR01,6/7/2001 12:00:00 AM,2,1,0,,6,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 29,PR01,6/7/2001 12:00:00 AM,3,2,3,,3,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 29,PR01,6/7/2001 12:00:00 AM,4,2,3,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 29,PR01,6/7/2001 12:00:00 AM,5,2,3,,11.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 29,PR01,6/7/2001 12:00:00 AM,6,3,1,,11.5,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel4_ALL,,,,,,,,,,
PIPO 29,PR01,6/7/2001 12:00:00 AM,7,3,1,,3,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 30,PR01,6/12/2001 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 30,PR01,6/12/2001 12:00:00 AM,1,1,4,,7,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 30,PR01,6/12/2001 12:00:00 AM,2,2,3,,11.5,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel2_ALL,,,,,,,,,,
PIPO 30,PR01,6/12/2001 12:00:00 AM,3,2,3,,7.5,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel2_ALL,,,,,,,,,,
PIPO 30,PR01,6/12/2001 12:00:00 AM,4,2,3,,5.5,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel2_ALL,,,,,,,,,,
PIPO 30,PR01,6/12/2001 12:00:00 AM,5,3,3,,5.5,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel3_ALL,,,,,,,,,,
PIPO 30,PR01,6/12/2001 12:00:00 AM,6,4,2,,3.3,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 30,PR01,6/12/2001 12:00:00 AM,7,4,2,,10,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel4_ALL,,,,,,,,,,
PIPO 30,PR01,6/12/2001 12:00:00 AM,8,4,2,,3.1,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel4_ALL,,,,,,,,,,
PIPO 31,Pre,6/19/2001 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 31,Pre,6/19/2001 12:00:00 AM,1,1,1,,3.4,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel1_ALL,,,,,,,,,,
PIPO 31,Pre,6/19/2001 12:00:00 AM,2,1,1,,4.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 31,Pre,6/19/2001 12:00:00 AM,3,1,1,,5.5,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel1_ALL,,,,,,,,,,
PIPO 31,Pre,6/19/2001 12:00:00 AM,4,1,1,,3.2,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 31,Pre,6/19/2001 12:00:00 AM,5,1,1,,6,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel1_ALL,,,,,,,,,,
PIPO 31,Pre,6/19/2001 12:00:00 AM,6,2,2,,4,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel3_ALL,,,,,,,,,,
PIPO 31,Pre,6/19/2001 12:00:00 AM,7,2,2,,6,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel3_ALL,,,,,,,,,,
PIPO 31,Pre,6/19/2001 12:00:00 AM,8,3,1,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 31,Pre,6/19/2001 12:00:00 AM,9,3,1,,8.5,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel4_ALL,,,,,,,,,,
PIPO 31,Pre,6/19/2001 12:00:00 AM,10,3,1,,9.5,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel4_ALL,,,,,,,,,,
PIPO 08,01Year10,4/17/2002 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 08,01Year10,4/17/2002 12:00:00 AM,1,1,6,,6,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 08,01Year10,4/17/2002 12:00:00 AM,2,2,2,,7,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 08,01Year10,4/17/2002 12:00:00 AM,3,2,2,,8,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 08,01Year10,4/17/2002 12:00:00 AM,4,3,2,,9.5,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel4_ALL,,,,,,,,,,
PIPO 01,02Year2,4/18/2002 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 01,02Year2,4/18/2002 12:00:00 AM,1,1,8,,4,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 01,02Year2,4/18/2002 12:00:00 AM,2,1,8,,5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 01,02Year2,4/18/2002 12:00:00 AM,3,1,8,,4,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 01,02Year2,4/18/2002 12:00:00 AM,4,1,8,,25,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 01,02Year2,4/18/2002 12:00:00 AM,5,1,8,,5.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 01,02Year2,4/18/2002 12:00:00 AM,6,1,8,,3.1,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 01,02Year2,4/18/2002 12:00:00 AM,7,1,8,,3.2,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 01,02Year2,4/18/2002 12:00:00 AM,8,2,2,,4,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 01,02Year2,4/18/2002 12:00:00 AM,9,2,2,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 07,02Year2,4/22/2002 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 07,02Year2,4/22/2002 12:00:00 AM,1,1,1,,6,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 04,01Year2,4/24/2002 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 04,01Year2,4/24/2002 12:00:00 AM,1,1,0,,3.2,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 04,01Year2,4/24/2002 12:00:00 AM,2,2,0,,7.5,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel3_ALL,,,,,,,,,,
PIPO 12,02Year2,4/24/2002 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 12,02Year2,4/24/2002 12:00:00 AM,1,1,0,,5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 10,02Year2,4/29/2002 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 10,02Year2,4/29/2002 12:00:00 AM,1,1,21,,15.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 10,02Year2,4/29/2002 12:00:00 AM,2,1,21,,8.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 10,02Year2,4/29/2002 12:00:00 AM,3,2,4,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 10,02Year2,4/29/2002 12:00:00 AM,4,3,21,,4,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 10,02Year2,4/29/2002 12:00:00 AM,5,3,21,,5.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 10,02Year2,4/29/2002 12:00:00 AM,6,3,21,,5,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel4_ALL,,,,,,,,,,
PIPO 10,02Year2,4/29/2002 12:00:00 AM,7,3,21,,3.1,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
