MacroPlot Name,Monitoring Status,Date,Index,Transect,Slope,LogNum,Dia,DecayCl,CWDFuConSt,Comment,UV1,UV2,UV3,NumTran,TranLen,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Visited,
PIPO 12,01Year2,6/18/1996 12:00:00 AM,2,1,0,,4.2,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel1_ALL,,,,,,,,,,
PIPO 17,Pre,6/20/1996 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 17,Pre,6/20/1996 12:00:00 AM,1,1,4,,4.1,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 17,Pre,6/20/1996 12:00:00 AM,2,1,4,,5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 17,Pre,6/20/1996 12:00:00 AM,3,1,4,,13,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 17,Pre,6/20/1996 12:00:00 AM,4,2,5,,4,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel3_ALL,,,,,,,,,,
PIPO 17,Pre,6/20/1996 12:00:00 AM,5,3,3,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 19,Pre,8/12/1996 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 01,01Year5,6/18/1997 12:00:00 AM,,,,,,,,,,,,4,50,,,,,,,True,
PIPO 01,01Year5,6/18/1997 12:00:00 AM,1,1,2,,5.1,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 01,01Year5,6/18/1997 12:00:00 AM,2,1,2,,5.1,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 15,01Year2,6/19/1997 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 15,01Year2,6/19/1997 12:00:00 AM,1,1,7,,3.7,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 15,01Year2,6/19/1997 12:00:00 AM,2,1,7,,3.9,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 15,01Year2,6/19/1997 12:00:00 AM,3,2,5,,5.5,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel2_ALL,,,,,,,,,,
PIPO 15,01Year2,6/19/1997 12:00:00 AM,4,3,16,,6.8,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 15,01Year2,6/19/1997 12:00:00 AM,5,4,7,,8.2,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 02,01Year5,6/26/1997 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 02,01Year5,6/26/1997 12:00:00 AM,1,1,2,,6,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 02,01Year5,6/26/1997 12:00:00 AM,2,1,2,,6,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 02,01Year5,6/26/1997 12:00:00 AM,3,2,0,,3,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 02,01Year5,6/26/1997 12:00:00 AM,4,2,0,,3,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 02,01Year5,6/26/1997 12:00:00 AM,5,2,0,,5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 02,01Year5,6/26/1997 12:00:00 AM,6,2,0,,5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 02,01Year5,6/26/1997 12:00:00 AM,7,2,0,,5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 02,01Year5,6/26/1997 12:00:00 AM,8,2,0,,5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 20,Pre,8/7/1997 12:00:00 AM,,,,,,,,,,,,4,50,,,,,,,True,
PIPO 20,Pre,8/7/1997 12:00:00 AM,1,1,2,,7,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 20,Pre,8/7/1997 12:00:00 AM,2,1,2,,7,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 20,Pre,8/7/1997 12:00:00 AM,3,2,2,,3.5,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel2_ALL,,,,,,,,,,
PIPO 20,Pre,8/7/1997 12:00:00 AM,4,2,2,,3.5,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel2_ALL,,,,,,,,,,
PIPO 20,Pre,8/7/1997 12:00:00 AM,5,3,0,,14,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel4_ALL,,,,,,,,,,
PIPO 20,Pre,8/7/1997 12:00:00 AM,6,3,0,,14,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel4_ALL,,,,,,,,,,
PIPO 21,Pre,8/9/1997 12:00:00 AM,,,,,,,,,,,,4,50,,,,,,,True,
PIPO 21,Pre,8/9/1997 12:00:00 AM,1,1,2,,6,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel2_ALL,,,,,,,,,,
PIPO 21,Pre,8/9/1997 12:00:00 AM,2,1,2,,7.7,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel2_ALL,,,,,,,,,,
PIPO 21,Pre,8/9/1997 12:00:00 AM,3,1,2,,7.7,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel2_ALL,,,,,,,,,,
PIPO 21,Pre,8/9/1997 12:00:00 AM,4,1,2,,3.3,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 21,Pre,8/9/1997 12:00:00 AM,5,1,2,,3.3,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 21,Pre,8/9/1997 12:00:00 AM,6,1,2,,6,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel2_ALL,,,,,,,,,,
PIPO 21,Pre,8/9/1997 12:00:00 AM,7,2,4,,4,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 21,Pre,8/9/1997 12:00:00 AM,8,2,4,,4,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 22,Pre,8/11/1997 12:00:00 AM,,,,,,,,,,,,4,50,,,,,,,True,
PIPO 22,Pre,8/11/1997 12:00:00 AM,1,1,0,,3.5,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel2_ALL,,,,,,,,,,
PIPO 22,Pre,8/11/1997 12:00:00 AM,2,1,0,,3.5,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel2_ALL,,,,,,,,,,
PIPO 22,Pre,8/11/1997 12:00:00 AM,3,2,0,,5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 22,Pre,8/11/1997 12:00:00 AM,4,2,0,,5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 24,Pre,8/12/1997 12:00:00 AM,,,,,,,,,,,,4,50,,,,,,,True,
PIPO 19,01Year1,8/28/1997 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 07,01Year5,9/12/1997 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 07,01Year5,9/12/1997 12:00:00 AM,1,1,1,,6.6,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 08,01Year5,9/12/1997 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 08,01Year5,9/12/1997 12:00:00 AM,1,1,6,,5.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 08,01Year5,9/12/1997 12:00:00 AM,2,2,2,,6.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 08,01Year5,9/12/1997 12:00:00 AM,3,3,2,,5.5,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel4_ALL,,,,,,,,,,
PIPO 08,01Year5,9/12/1997 12:00:00 AM,4,3,2,,6.8,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel4_ALL,,,,,,,,,,
PIPO 08,01Year5,9/12/1997 12:00:00 AM,5,3,2,,3,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel4_ALL,,,,,,,,,,
PIPO 09,01Year5,9/14/1997 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 17,01Post,11/25/1997 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 17,01Post,11/25/1997 12:00:00 AM,1,1,5,,7,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 21,01Post,11/25/1997 12:00:00 AM,,,,,,,,,,,,4,50,,,,,,,True,
PIPO 21,01Post,11/25/1997 12:00:00 AM,1,1,2,,7,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel2_ALL,,,,,,,,,,
PIPO 21,01Post,11/25/1997 12:00:00 AM,2,1,2,,7,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel2_ALL,,,,,,,,,,
PIPO 21,01Post,11/25/1997 12:00:00 AM,3,2,4,,8,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel3_ALL,,,,,,,,,,
PIPO 21,01Post,11/25/1997 12:00:00 AM,4,2,4,,8,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel3_ALL,,,,,,,,,,
PIPO 20,01Post,11/25/1997 12:00:00 AM,,,,,,,,,,,,4,50,,,,,,,True,
PIPO 20,01Post,11/25/1997 12:00:00 AM,1,1,2,,3.5,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel1_ALL,,,,,,,,,,
PIPO 20,01Post,11/25/1997 12:00:00 AM,2,1,2,,3.5,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel1_ALL,,,,,,,,,,
PIPO 20,01Post,11/25/1997 12:00:00 AM,3,2,2,,3.7,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel2_ALL,,,,,,,,,,
PIPO 20,01Post,11/25/1997 12:00:00 AM,4,2,2,,3.7,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel2_ALL,,,,,,,,,,
PIPO 20,01Post,11/25/1997 12:00:00 AM,5,3,0,,9,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel4_ALL,,,,,,,,,,
PIPO 20,01Post,11/25/1997 12:00:00 AM,6,3,0,,9,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel4_ALL,,,,,,,,,,
PIPO 24,01Post,11/25/1997 12:00:00 AM,,,,,,,,,,,,4,50,,,,,,,True,
PIPO 22,01Post,11/25/1997 12:00:00 AM,,,,,,,,,,,,4,50,,,,,,,True,
PIPO 22,01Post,11/25/1997 12:00:00 AM,1,1,0,,4.6,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 22,01Post,11/25/1997 12:00:00 AM,2,1,0,,5,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel4_ALL,,,,,,,,,,
PIPO 22,01Post,11/25/1997 12:00:00 AM,3,1,0,,4.6,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 22,01Post,11/25/1997 12:00:00 AM,4,1,0,,5,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel4_ALL,,,,,,,,,,
PIPO 14,01Year5,5/20/1998 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 14,01Year5,5/20/1998 12:00:00 AM,1,1,1,,3.2,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 14,01Year5,5/20/1998 12:00:00 AM,2,2,1,,4.8,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 13,01Year5,5/22/1998 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 13,01Year5,5/22/1998 12:00:00 AM,1,1,3,,3.2,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 03,Pre,5/22/1998 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 03,Pre,5/22/1998 12:00:00 AM,1,1,2,,3.3,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 03,Pre,5/22/1998 12:00:00 AM,2,2,3,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 03,Pre,5/22/1998 12:00:00 AM,3,2,3,,5.3,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 06,01Year5,6/17/1998 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 06,01Year5,6/17/1998 12:00:00 AM,1,1,0,,4,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 10,01Year5,6/18/1998 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 10,01Year5,6/18/1998 12:00:00 AM,1,1,23,,3.2,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 10,01Year5,6/18/1998 12:00:00 AM,2,1,23,,5.3,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 10,01Year5,6/18/1998 12:00:00 AM,3,2,21,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 10,01Year5,6/18/1998 12:00:00 AM,4,2,21,,4.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 10,01Year5,6/18/1998 12:00:00 AM,5,2,21,,14.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 10,01Year5,6/18/1998 12:00:00 AM,6,2,21,,4.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 10,01Year5,6/18/1998 12:00:00 AM,7,2,21,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 10,01Year5,6/18/1998 12:00:00 AM,8,2,21,,5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 10,01Year5,6/18/1998 12:00:00 AM,9,3,21,,8,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 10,01Year5,6/18/1998 12:00:00 AM,10,3,21,,3.2,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 19,01Year2,7/2/1998 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 19,01Year2,7/2/1998 12:00:00 AM,1,1,2,,3.1,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 19,01Year2,7/2/1998 12:00:00 AM,2,2,2,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 03,01Post,7/2/1998 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 17,01Year1,7/6/1998 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 17,01Year1,7/6/1998 12:00:00 AM,1,1,4,,4.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 17,01Year1,7/6/1998 12:00:00 AM,2,2,5,,11,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 21,01Year1,7/6/1998 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 21,01Year1,7/6/1998 12:00:00 AM,1,1,2,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 21,01Year1,7/6/1998 12:00:00 AM,2,2,2,,3.6,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 21,01Year1,7/6/1998 12:00:00 AM,3,2,2,,11.3,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 21,01Year1,7/6/1998 12:00:00 AM,4,3,4,,4,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 21,01Year1,7/6/1998 12:00:00 AM,5,4,2,,3.1,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 24,01Year1,7/7/1998 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 24,01Year1,7/7/1998 12:00:00 AM,1,1,0,,4.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 24,01Year1,7/7/1998 12:00:00 AM,2,1,0,,11.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 24,01Year1,7/7/1998 12:00:00 AM,3,1,0,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 24,01Year1,7/7/1998 12:00:00 AM,4,1,0,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 22,01Year1,7/7/1998 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 22,01Year1,7/7/1998 12:00:00 AM,1,1,0,,9.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 22,01Year1,7/7/1998 12:00:00 AM,2,2,0,,10.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 22,01Year1,7/7/1998 12:00:00 AM,3,3,0,,5.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 20,01Year1,7/10/1998 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 20,01Year1,7/10/1998 12:00:00 AM,1,1,2,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 20,01Year1,7/10/1998 12:00:00 AM,2,2,2,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 20,01Year1,7/10/1998 12:00:00 AM,3,2,2,,5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 20,01Year1,7/10/1998 12:00:00 AM,4,3,2,,4,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 20,01Year1,7/10/1998 12:00:00 AM,5,3,2,,6,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 20,01Year1,7/10/1998 12:00:00 AM,6,3,2,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 20,01Year1,7/10/1998 12:00:00 AM,7,4,0,,11,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 20,01Year1,7/10/1998 12:00:00 AM,8,4,0,,15.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 20,01Year1,7/10/1998 12:00:00 AM,9,4,0,,9.5,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel4_ALL,,,,,,,,,,
PIPO 14,02Post,7/18/1998 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 09,02Post,7/18/1998 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 09,02Post,7/18/1998 12:00:00 AM,1,1,6,,3.3,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 09,02Post,7/18/1998 12:00:00 AM,2,1,6,,3,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 02,02Post,7/18/1998 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 02,02Post,7/18/1998 12:00:00 AM,1,1,2,,5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 02,02Post,7/18/1998 12:00:00 AM,2,2,0,,5.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 02,02Post,7/18/1998 12:00:00 AM,3,2,0,,6.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 02,02Post,7/18/1998 12:00:00 AM,4,2,0,,3.1,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 13,02Post,8/24/1998 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 13,02Post,8/24/1998 12:00:00 AM,1,1,3,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 12,01Year5,5/6/1999 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 12,01Year5,5/6/1999 12:00:00 AM,1,1,0,,4.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 12,01Year5,5/6/1999 12:00:00 AM,2,2,0,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 12,01Year5,5/6/1999 12:00:00 AM,3,2,0,,8,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 11,01Year5,5/10/1999 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 11,01Year5,5/10/1999 12:00:00 AM,1,1,6,,3,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 11,01Year5,5/10/1999 12:00:00 AM,2,1,6,,8.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 11,01Year5,5/10/1999 12:00:00 AM,3,1,6,,3,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 11,01Year5,5/10/1999 12:00:00 AM,4,1,6,,6.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 11,01Year5,5/10/1999 12:00:00 AM,5,2,2,,5.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 09,02Year1,5/11/1999 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 09,02Year1,5/11/1999 12:00:00 AM,1,1,6,,7,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 14,02Year1,5/12/1999 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 13,02Year1,5/12/1999 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 02,02Year1,5/13/1999 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 02,02Year1,5/13/1999 12:00:00 AM,1,1,2,,5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 02,02Year1,5/13/1999 12:00:00 AM,2,2,0,,6,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 02,02Year1,5/13/1999 12:00:00 AM,3,2,0,,6,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 03,01Year1,5/26/1999 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 03,01Year1,5/26/1999 12:00:00 AM,1,1,3,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel4_ALL,,,,,,,,,,
PIPO 05,01Year5,5/27/1999 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 04,Pre,6/3/1999 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 04,Pre,6/3/1999 12:00:00 AM,1,1,0,,3.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 04,Pre,6/3/1999 12:00:00 AM,2,2,0,,9,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel3_ALL,,,,,,,,,,
PIPO 24,01Year2,6/7/1999 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 24,01Year2,6/7/1999 12:00:00 AM,1,1,0,,10.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 24,01Year2,6/7/1999 12:00:00 AM,2,1,0,,4,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 17,01Year2,6/15/1999 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 17,01Year2,6/15/1999 12:00:00 AM,1,1,4,,4.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 17,01Year2,6/15/1999 12:00:00 AM,2,2,5,,8.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel3_ALL,,,,,,,,,,
PIPO 21,01Year2,6/15/1999 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 21,01Year2,6/15/1999 12:00:00 AM,1,1,2,,7,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel1_ALL,,,,,,,,,,
PIPO 21,01Year2,6/15/1999 12:00:00 AM,2,2,2,,11.5,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 21,01Year2,6/15/1999 12:00:00 AM,3,3,4,,9,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel3_ALL,,,,,,,,,,
PIPO 20,01Year2,6/16/1999 12:00:00 AM,,,,,,,,,,,,4,100.000000152,,,,,,,True,
PIPO 20,01Year2,6/16/1999 12:00:00 AM,1,1,2,,4,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel1_ALL,,,,,,,,,,
PIPO 20,01Year2,6/16/1999 12:00:00 AM,2,2,2,,6,3,PIPO,From FMH DFSOUND 1055,, Sound, fuel2_ALL,,,,,,,,,,
PIPO 20,01Year2,6/16/1999 12:00:00 AM,3,2,2,,3.5,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel2_ALL,,,,,,,,,,
PIPO 20,01Year2,6/16/1999 12:00:00 AM,4,2,2,,4,4,PIPO,From FMH DFROTTEN 1056,, Rotten, fuel2_ALL,,,,,,,,,,
