MacroPlot Name,Monitoring Status,Date,Index,Transect,Azimuth,Slope,OneHr,TenHr,HunHr,FWDFuConSt,Comment,UV1,UV2,UV3,NumTran,OneHrTranLen,TenHrTranLen,HunHrTranLen,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Visited,
PIPO 25,01Post,5/23/2006 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 25,01Post,5/23/2006 12:00:00 AM,1,1,211,9,1,0,6,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 25,01Post,5/23/2006 12:00:00 AM,2,2,330,1,3,0,4,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 25,01Post,5/23/2006 12:00:00 AM,3,3,38,8,0,0,0,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 25,01Post,5/23/2006 12:00:00 AM,4,4,75,11,2,2,0,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 25,01Year1,6/27/2007 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 25,01Year1,6/27/2007 12:00:00 AM,1,1,211,9,0,0,3,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 25,01Year1,6/27/2007 12:00:00 AM,2,2,330,1,2,3,1,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 25,01Year1,6/27/2007 12:00:00 AM,3,3,38,8,0,0,1,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 25,01Year1,6/27/2007 12:00:00 AM,4,4,75,11,4,3,0,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 25,01Year10,5/12/2016 12:48:08 PM,,,,,,,,,,,,,4,6,6,12,HAMBY;  TALBERT,ALI,,,,,True,
PIPO 25,01Year10,5/12/2016 12:48:08 PM,-2147483648,1,211,9,13,2,4,PIPO,Between PIEDs @37'; L of PIPO @55'; L of PIPO @83',,,,,,,,,,,,,,,
PIPO 25,01Year10,5/12/2016 12:48:08 PM,-2147483647,2,330,1,1,0,4,PIPO,R of dead PIPO @42'; R of JUOS @96',,,,,,,,,,,,,,,
PIPO 25,01Year10,5/12/2016 12:48:08 PM,-2147483646,3,38,8,2,3,0,PIPO,L of JUOS @ 25'; L of JUOS @ 57'; L of PIPO @ 70',,,,,,,,,,,,,,,
PIPO 25,01Year10,5/12/2016 12:48:08 PM,-2147483645,4,75,11,3,6,0,PIPO,R of PIPO @9'; R of JUOS @45'; L of PIPO @87',,,,,,,,,,,,,,,
PIPO 25,01Year2,5/19/2008 9:47:10 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 25,01Year2,5/19/2008 9:47:10 AM,-2147483648,1,211,9,5,1,4,PIPO,,,,,,,,,,,,,,,,
PIPO 25,01Year2,5/19/2008 9:47:10 AM,-2147483647,2,330,1,3,1,1,PIPO,,,,,,,,,,,,,,,,
PIPO 25,01Year2,5/19/2008 9:47:10 AM,-2147483646,3,38,8,0,1,0,PIPO,,,,,,,,,,,,,,,,
PIPO 25,01Year2,5/19/2008 9:47:10 AM,-2147483645,4,75,11,9,3,0,PIPO,,,,,,,,,,,,,,,,
PIPO 25,01Year5,5/17/2011 10:42:05 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 25,01Year5,5/17/2011 10:42:05 AM,-2147483648,1,211,9,2,0,5,PIPO,,,,,,,,,,,,,,,,
PIPO 25,01Year5,5/17/2011 10:42:05 AM,-2147483647,2,330,1,2,1,4,PIPO,,,,,,,,,,,,,,,,
PIPO 25,01Year5,5/17/2011 10:42:05 AM,-2147483646,3,38,8,2,1,0,PIPO,,,,,,,,,,,,,,,,
PIPO 25,01Year5,5/17/2011 10:42:05 AM,-2147483645,4,75,11,0,4,1,PIPO,,,,,,,,,,,,,,,,
PIPO 25,PR01,5/30/2001 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 25,PR01,5/30/2001 12:00:00 AM,1,1,211,9,0,0,0,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 25,PR01,5/30/2001 12:00:00 AM,2,2,330,1,0,4,0,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 25,PR01,5/30/2001 12:00:00 AM,3,3,38,8,3,1,0,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 25,PR01,5/30/2001 12:00:00 AM,4,4,75,11,3,2,0,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 25,Pre,6/18/2005 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 25,Pre,6/18/2005 12:00:00 AM,1,1,211,9,1,0,0,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 25,Pre,6/18/2005 12:00:00 AM,2,2,330,1,8,1,0,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 25,Pre,6/18/2005 12:00:00 AM,3,3,38,8,7,2,0,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 25,Pre,6/18/2005 12:00:00 AM,4,4,75,11,3,3,1,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 16,01Post,11/7/2006 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 16,01Post,11/7/2006 12:00:00 AM,1,1,188,1,2,1,0,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 16,01Post,11/7/2006 12:00:00 AM,2,2,32,2,0,0,0,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 16,01Post,11/7/2006 12:00:00 AM,3,3,88,7,1,0,0,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 16,01Post,11/7/2006 12:00:00 AM,4,4,74,4,0,1,0,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 16,01Year1,6/18/2007 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 16,01Year1,6/18/2007 12:00:00 AM,1,1,188,1,1,1,0,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 16,01Year1,6/18/2007 12:00:00 AM,2,2,32,2,1,1,0,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 16,01Year1,6/18/2007 12:00:00 AM,3,3,88,7,0,0,0,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 16,01Year1,6/18/2007 12:00:00 AM,4,4,74,4,1,0,1,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 16,01Year10,5/20/2016 12:29:37 PM,,,,,,,,,,,,,4,6,6,12,ALI,ALI,,,,,True,
PIPO 16,01Year10,5/20/2016 12:29:37 PM,-2147483648,1,188,1,1,1,0,PIPO,Crosses Q4 to Q3 @ 2m,,,,,,,,,,,,,,,
PIPO 16,01Year10,5/20/2016 12:29:37 PM,-2147483647,2,32,2,2,2,0,PIPO,R of PIPO @ 22'; L of P2 @ 36'; R of PIPO @ 100';  near 4B,,,,,,,,,,,,,,,
PIPO 16,01Year10,5/20/2016 12:29:37 PM,-2147483646,3,88,5,17,9,2,PIPO,Changed Slope to 5,,,,,,,,,,,,,,,
PIPO 16,01Year10,5/20/2016 12:29:37 PM,-2147483645,4,74,4,6,17,1,PIPO,L of large PIPO @ 37'; just R of 2B,,,,,,,,,,,,,,,
PIPO 16,01Year2,6/3/2008 9:44:37 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 16,01Year2,6/3/2008 9:44:37 AM,-2147483648,1,188,1,1,1,0,PIPO,,,,,,,,,,,,,,,,
PIPO 16,01Year2,6/3/2008 9:44:37 AM,-2147483647,2,32,2,1,1,0,PIPO,,,,,,,,,,,,,,,,
PIPO 16,01Year2,6/3/2008 9:44:37 AM,-2147483646,3,88,7,0,0,0,PIPO,,,,,,,,,,,,,,,,
PIPO 16,01Year2,6/3/2008 9:44:37 AM,-2147483645,4,74,4,5,0,1,PIPO,,,,,,,,,,,,,,,,
PIPO 16,01Year5,5/12/2011 4:13:26 PM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 16,01Year5,5/12/2011 4:13:26 PM,-2147483648,1,188,1,0,1,0,PIPO,,,,,,,,,,,,,,,,
PIPO 16,01Year5,5/12/2011 4:13:26 PM,-2147483647,2,32,2,1,2,0,PIPO,,,,,,,,,,,,,,,,
PIPO 16,01Year5,5/12/2011 4:13:26 PM,-2147483646,3,88,7,7,21,1,PIPO,,,,,,,,,,,,,,,,
PIPO 16,01Year5,5/12/2011 4:13:26 PM,-2147483645,4,74,4,4,5,0,PIPO,,,,,,,,,,,,,,,,
PIPO 16,02Post,4/18/2022 12:08:00 PM,,,,,,,,,,,,,4,6,6,12,Brannfors; Engbring,Engbring,Horse,,,,True,
PIPO 16,02Post,4/18/2022 12:08:00 PM,1,1,188,1,1,3,0,PIPO,Crosses Q4 to Q3 @ 2m,,,,,,,,,,,,,,,
PIPO 16,02Post,4/18/2022 12:08:00 PM,2,2,32,2,1,2,0,PIPO,R of PIPO #27 @ 20'; L of P2 @ 36'; R of PIPO @ 100'; L/downhill of 4B,,,,,,,,,,,,,,,
PIPO 16,02Post,4/18/2022 12:08:00 PM,3,3,88,5,14,4,1,PIPO,L of P2 @ 37',,,,,,,,,,,,,,,
PIPO 16,02Post,4/18/2022 12:08:00 PM,4,4,74,4,1,13,0,PIPO,L of large PIPO @ 37'; R/uphill of 2B,,,,,,,,,,,,,,,
PIPO 16,02Year1,6/28/2022 12:59:14 PM,,,,,,,,,,,,,4,6,6,12,Engbring; Brannfors; Coppe; Humphrey,Coppe,Horse,,,,True,
PIPO 16,02Year1,6/28/2022 12:59:14 PM,1,1,188,1,0,1,0,PIPO,Crosses Q4 to Q3 @ 2m,,PIPO,,,,,,,,,,,,,
PIPO 16,02Year1,6/28/2022 12:59:14 PM,2,2,32,2,3,1,1,PIPO,R of PIPO #27 @ 20'; L of P2 @ 36'; R of PIPO @ 100'; L/downhill of 4B,,PIPO,,,,,,,,,,,,,
PIPO 16,02Year1,6/28/2022 12:59:14 PM,3,3,88,5,9,2,0,PIPO,L of P2 @ 37',,PIPO,,,,,,,,,,,,,
PIPO 16,02Year1,6/28/2022 12:59:14 PM,4,4,74,4,6,4,1,PIPO,L of large PIPO @ 37'; R/uphill of 2B,,PIPO,,,,,,,,,,,,,
PIPO 16,02Year2,6/20/2023 6:51:03 PM,,,,,,,,,,,,,4,6,6,12,Brey; Tumicki,Tumicki,Horse,,,,True,
PIPO 16,02Year2,6/20/2023 6:51:03 PM,1,1,188,1,0,2,0,PIPO,Crosses Q4 to Q3 @ 2m,,,,,,,,,,,,,,,
PIPO 16,02Year2,6/20/2023 6:51:03 PM,2,2,32,2,2,4,0,PIPO,R of PIPO #27 @ 20'; L of P2 @ 36'; R of PIPO @ 100'; L/downhill of 4B,,,,,,,,,,,,,,,
PIPO 16,02Year2,6/20/2023 6:51:03 PM,3,3,88,5,6,10,0,PIPO,L of P2 @ 37',,,,,,,,,,,,,,,
PIPO 16,02Year2,6/20/2023 6:51:03 PM,4,4,74,4,2,10,1,PIPO,L of large PIPO @ 37'; R/uphill of 2B,,,,,,,,,,,,,,,
PIPO 16,Pre,6/18/2006 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 16,Pre,6/18/2006 12:00:00 AM,1,1,188,1,1,1,0,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 16,Pre,6/18/2006 12:00:00 AM,2,2,32,2,3,1,1,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 16,Pre,6/18/2006 12:00:00 AM,3,3,88,7,0,10,2,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 16,Pre,6/18/2006 12:00:00 AM,4,4,74,4,8,8,1,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 04,01Post,6/10/2000 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 04,01Post,6/10/2000 12:00:00 AM,1,1,46,0,3,0,0,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 04,01Post,6/10/2000 12:00:00 AM,2,2,302,0,1,1,0,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 04,01Post,6/10/2000 12:00:00 AM,3,3,250,0,0,0,0,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 04,01Post,6/10/2000 12:00:00 AM,4,4,136,0,2,1,0,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 04,01Year1,5/16/2001 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 04,01Year1,5/16/2001 12:00:00 AM,1,1,46,0,2,0,0,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 04,01Year1,5/16/2001 12:00:00 AM,2,2,302,0,0,1,0,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 04,01Year1,5/16/2001 12:00:00 AM,3,3,250,0,2,4,0,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 04,01Year1,5/16/2001 12:00:00 AM,4,4,136,0,1,2,0,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 04,01Year2,4/24/2002 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 04,01Year2,4/24/2002 12:00:00 AM,1,1,46,0,4,0,0,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 04,01Year2,4/24/2002 12:00:00 AM,2,2,302,0,0,0,0,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 04,01Year2,4/24/2002 12:00:00 AM,3,3,250,0,2,1,0,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 04,01Year2,4/24/2002 12:00:00 AM,4,4,136,0,0,1,0,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 04,01Year5,6/3/2005 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 04,01Year5,6/3/2005 12:00:00 AM,1,1,46,0,0,2,0,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 04,01Year5,6/3/2005 12:00:00 AM,2,2,302,0,1,4,0,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 04,01Year5,6/3/2005 12:00:00 AM,3,3,250,0,2,0,0,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 04,01Year5,6/3/2005 12:00:00 AM,4,4,136,0,0,0,0,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 04,02Post,5/27/2009 2:12:07 PM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 04,02Post,5/27/2009 2:12:07 PM,-2147483648,1,46,0,2,0,0,PIPO,,,,,,,,,,,,,,,,
PIPO 04,02Post,5/27/2009 2:12:07 PM,-2147483647,2,308,0,0,1,0,PIPO,,,,,,,,,,,,,,,,
PIPO 04,02Post,5/27/2009 2:12:07 PM,-2147483646,3,250,0,2,2,0,PIPO,,,,,,,,,,,,,,,,
PIPO 04,02Post,5/27/2009 2:12:07 PM,-2147483645,4,126,0,0,0,0,PIPO,,,,,,,,,,,,,,,,
PIPO 04,02Year1,6/4/2010 1:49:16 PM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 04,02Year1,6/4/2010 1:49:16 PM,-2147483648,1,46,0,1,1,0,PIPO,,,,,,,,,,,,,,,,
PIPO 04,02Year1,6/4/2010 1:49:16 PM,-2147483647,2,308,0,1,1,0,PIPO,,,,,,,,,,,,,,,,
PIPO 04,02Year1,6/4/2010 1:49:16 PM,-2147483646,3,250,0,0,1,0,PIPO,,,,,,,,,,,,,,,,
PIPO 04,02Year1,6/4/2010 1:49:16 PM,-2147483645,4,126,0,0,0,0,PIPO,,,,,,,,,,,,,,,,
PIPO 04,02Year10,6/7/2019 10:09:25 AM,,,,,,,,,,,,,4,6,6,12,BRANNFORS; KLEIN,RIOS,,,,,True,
PIPO 04,02Year10,6/7/2019 10:09:25 AM,-2147483648,1,47,0,1,2,0,PIPO,R of PIPO @ 30'; R of JUOS @ 56',,,,,,,,,,,,,,,
PIPO 04,02Year10,6/7/2019 10:09:25 AM,-2147483647,2,308,0,1,0,0,PIPO,L of PIED @40'; L of PIPO @ 100',,,,,,,,,,,,,,,
PIPO 04,02Year10,6/7/2019 10:09:25 AM,-2147483646,3,250,0,3,2,0,PIPO,L of dead QUGA @ 21',,,,,,,,,,,,,,,
PIPO 04,02Year10,6/7/2019 10:09:25 AM,-2147483645,4,126,0,0,0,1,PIPO,L of Q2 @ 47'; L of PIPO @ 86',,,,,,,,,,,,,,,
PIPO 04,02Year2,5/15/2011 5:15:09 PM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 04,02Year2,5/15/2011 5:15:09 PM,-2147483648,1,46,0,1,1,0,PIPO,,,,,,,,,,,,,,,,
PIPO 04,02Year2,5/15/2011 5:15:09 PM,-2147483647,2,308,0,0,4,0,PIPO,,,,,,,,,,,,,,,,
PIPO 04,02Year2,5/15/2011 5:15:09 PM,-2147483646,3,250,0,1,1,0,PIPO,,,,,,,,,,,,,,,,
PIPO 04,02Year2,5/15/2011 5:15:09 PM,-2147483645,4,126,0,1,2,0,PIPO,,,,,,,,,,,,,,,,
PIPO 04,02Year5,5/23/2014 9:26:52 AM,,,,,,,,,,,,,4,6,6,12,Brannfors; Bunn,,,,,,True,
PIPO 04,02Year5,5/23/2014 9:26:52 AM,-2147483648,1,47,0,3,1,0,PIPO,R of PIPO @ 30'; R of JUOS @ 56',,,,,,,,,,,,,,,
PIPO 04,02Year5,5/23/2014 9:26:52 AM,-2147483647,2,308,0,4,2,0,PIPO,L of PIED @40'; L of PIPO @ 100',,,,,,,,,,,,,,,
PIPO 04,02Year5,5/23/2014 9:26:52 AM,-2147483646,3,250,0,6,2,0,PIPO,L of dead QUGA @ 21',,,,,,,,,,,,,,,
PIPO 04,02Year5,5/23/2014 9:26:52 AM,-2147483645,4,126,0,0,2,1,PIPO,R of Q2 @ 48'; R of dead PIED @ 63'; L of PIPO @ 86',,,,,,,,,,,,,,,
PIPO 04,PR01,5/27/1992 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 04,PR01,5/27/1992 12:00:00 AM,1,1,46,0,2,0,1,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 04,PR01,5/27/1992 12:00:00 AM,2,2,302,0,4,2,0,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 04,PR01,5/27/1992 12:00:00 AM,3,3,250,0,0,2,0,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 04,PR01,5/27/1992 12:00:00 AM,4,4,136,0,0,5,0,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 04,Pre,6/3/1999 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 04,Pre,6/3/1999 12:00:00 AM,1,1,46,0,0,0,0,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 04,Pre,6/3/1999 12:00:00 AM,2,2,302,0,3,7,1,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 04,Pre,6/3/1999 12:00:00 AM,3,3,250,0,1,6,0,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 04,Pre,6/3/1999 12:00:00 AM,4,4,136,0,1,6,0,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 01,01Post,7/7/1992 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 01,01Post,7/7/1992 12:00:00 AM,1,1,241,8,3,6,0,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 01,01Post,7/7/1992 12:00:00 AM,2,2,112,1,2,0,3,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 01,01Post,7/7/1992 12:00:00 AM,3,3,146,3,1,3,0,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 01,01Post,7/7/1992 12:00:00 AM,4,4,238,2,1,1,0,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 01,01Year1,6/11/1993 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 01,01Year1,6/11/1993 12:00:00 AM,1,1,241,8,7,6,0,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 01,01Year1,6/11/1993 12:00:00 AM,2,2,112,1,1,1,0,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 01,01Year1,6/11/1993 12:00:00 AM,3,3,146,3,1,2,0,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 01,01Year1,6/11/1993 12:00:00 AM,4,4,238,2,1,2,0,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 01,01Year2,6/1/1994 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 01,01Year2,6/1/1994 12:00:00 AM,1,1,241,8,1,2,1,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 01,01Year2,6/1/1994 12:00:00 AM,2,2,112,1,0,1,1,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 01,01Year2,6/1/1994 12:00:00 AM,3,3,146,3,0,0,0,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 01,01Year2,6/1/1994 12:00:00 AM,4,4,238,2,2,2,0,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 01,01Year5,6/18/1997 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 01,01Year5,6/18/1997 12:00:00 AM,1,1,241,8,3,0,0,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 01,01Year5,6/18/1997 12:00:00 AM,2,2,112,1,7,1,0,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 01,01Year5,6/18/1997 12:00:00 AM,3,3,146,3,2,5,0,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 01,01Year5,6/18/1997 12:00:00 AM,4,4,238,2,2,0,0,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 01,02Post,6/13/2000 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 01,02Post,6/13/2000 12:00:00 AM,1,1,241,8,0,1,3,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 01,02Post,6/13/2000 12:00:00 AM,2,2,112,1,0,0,0,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 01,02Post,6/13/2000 12:00:00 AM,3,3,146,3,0,1,0,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 01,02Post,6/13/2000 12:00:00 AM,4,4,238,2,0,0,0,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 01,02Year1,4/16/2001 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 01,02Year1,4/16/2001 12:00:00 AM,1,1,241,8,0,3,2,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 01,02Year1,4/16/2001 12:00:00 AM,2,2,112,1,1,0,0,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 01,02Year1,4/16/2001 12:00:00 AM,3,3,146,3,0,0,0,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 01,02Year1,4/16/2001 12:00:00 AM,4,4,238,2,0,1,0,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 01,02Year2,4/18/2002 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 01,02Year2,4/18/2002 12:00:00 AM,1,1,241,8,0,1,1,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 01,02Year2,4/18/2002 12:00:00 AM,2,2,112,1,2,1,0,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 01,02Year2,4/18/2002 12:00:00 AM,3,3,146,3,0,0,0,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 01,02Year2,4/18/2002 12:00:00 AM,4,4,238,2,2,1,0,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 01,02Year5,6/15/2005 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 01,02Year5,6/15/2005 12:00:00 AM,1,1,241,8,1,1,4,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 01,02Year5,6/15/2005 12:00:00 AM,2,2,112,1,1,0,0,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 01,02Year5,6/15/2005 12:00:00 AM,3,3,146,3,0,0,1,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIPO 01,02Year5,6/15/2005 12:00:00 AM,4,4,238,2,1,1,1,PIPO,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIPO 01,03Post,11/27/2007 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIPO 01,03Post,11/27/2007 12:00:00 AM,1,1,241,8,0,1,1,PIPO,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIPO 01,03Post,11/27/2007 12:00:00 AM,2,2,112,1,4,0,0,PIPO,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIPO 01,03Post,11/27/2007 12:00:00 AM,3,3,146,3,2,2,0,PIPO,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
