MacroPlot.Name,Monitoring.Status,Date,Index,Status,SizeCl,AgeCl,Cover,Height,Comment,UV1,UV2,UV3,MinCovLevel,Area,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species.Symbol,Visited,X
PIEN 08,02Year5,7/27/2021 4:20:39 PM,2,L,,,,,,,,,,,,,,,,,GADI,,
PIEN 08,02Year5,7/27/2021 4:20:39 PM,3,L,,,,,,,,,,,,,,,,,CHXX,,
PIEN 08,02Year5,7/27/2021 4:20:39 PM,4,L,,,,,,,,,,,,,,,,,GERI,,
PIEN 08,02Year5,7/27/2021 4:20:39 PM,5,L,,,,,,,,,,,,,,,,,SOXX,,
PIEN 08,02Year5,7/27/2021 4:20:39 PM,6,L,,,,,,,,,,,,,,,,,TRDU,,
PIEN 08,02Year5,7/27/2021 4:20:39 PM,7,L,,,,,,,,,,,,,,,,,EPBR,,
PIEN 08,02Year5,7/27/2021 4:20:39 PM,8,L,,,,,,,,,,,,,,,,,ERXX,,
PIEN 08,02Year5,7/27/2021 4:20:39 PM,9,L,,,,,,,,,,,,,,,,,PEBA,,
PIEN 08,02Year5,7/27/2021 4:20:39 PM,10,L,,,,,,,,,,,,,,,,,CAXX2,,
PIEN 08,02Year5,7/27/2021 4:20:39 PM,11,L,,,,,,,,,,,,,,,,,RUID,,
PIEN 08,02Year5,7/27/2021 4:20:39 PM,12,L,,,,,,,,,,,,,,,,,TAOF,,
PIEN 16,PR01,9/12/2002 12:00:00 AM,,,,,,,,,,,,,,,,,,,,True,
PIEN 16,PR01,9/12/2002 12:00:00 AM,1,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,FRVI,,
PIEN 16,PR01,9/12/2002 12:00:00 AM,2,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,AGSC,,
PIEN 16,PR01,9/12/2002 12:00:00 AM,3,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LIPO,,
PIEN 16,PR01,9/12/2002 12:00:00 AM,4,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ORSE,,
PIEN 16,PR01,9/12/2002 12:00:00 AM,5,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LOUT,,
PIEN 16,PR01,9/12/2002 12:00:00 AM,6,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ANMA,,
PIEN 16,PR01,9/12/2002 12:00:00 AM,7,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,GOOB,,
PIEN 16,PR02,9/21/2006 12:00:00 AM,,,,,,,,,,,,,,,,,,,,True,
PIEN 16,PR02,9/21/2006 12:00:00 AM,1,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,AGSC,,
PIEN 16,PR02,9/21/2006 12:00:00 AM,2,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PYPI,,
PIEN 16,PR02,9/21/2006 12:00:00 AM,3,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PEXX2,,
PIEN 16,PR02,9/21/2006 12:00:00 AM,4,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,AQCA,,
PIEN 16,PR02,9/21/2006 12:00:00 AM,5,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ANPA,,
PIEN 16,PR02,9/21/2006 12:00:00 AM,6,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,AXXX,,
PIEN 16,PR02,9/21/2006 12:00:00 AM,7,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PSMO,,
PIEN 16,PR02,9/21/2006 12:00:00 AM,8,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LOUT,,
PIEN 16,PR02,9/21/2006 12:00:00 AM,9,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PAMU,,
PIEN 16,PR02,9/21/2006 12:00:00 AM,10,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ANMA,,
PIEN 16,PR02,9/21/2006 12:00:00 AM,11,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PTAN,,
PIEN 16,PR03,9/1/2011 9:46:14 AM,,,,,,,,,,,,,,,,,,,,True,
PIEN 16,PR03,9/1/2011 9:46:14 AM,-2147483648,L,,,,,,,,,,,,,,,,,GOOB,,
PIEN 16,PR03,9/1/2011 9:46:14 AM,-2147483647,L,,,,,,,,,,,,,,,,,CHAN,,
PIEN 16,PR03,9/1/2011 9:46:14 AM,-2147483645,L,,,,,,,,,,,,,,,,,AMUT,,
PIEN 16,PR03,9/1/2011 9:46:14 AM,-2147483644,L,,,,,,,,,,,,,,,,,PYPI,,
PIEN 16,PR03,9/1/2011 9:46:14 AM,-2147483641,L,,,,,,,,,,,,,,,,,ANMA,,
PIEN 16,PR03,9/1/2011 9:46:14 AM,-2147483640,L,,,,,,,,,,,,,,,,,POFE,,
PIEN 16,PR03,9/1/2011 9:46:14 AM,-2147483639,L,,,,,,,,,,,,,,,,,PECE,,
PIEN 16,PR03,9/1/2011 9:46:14 AM,-2147483638,L,,,,,,,,,,,,,,,,,LOUT,,
PIEN 16,PR03,9/1/2011 9:46:14 AM,-2147483637,L,,,,,,,,,,,,,,,,,PAMU,,
PIEN 16,PR03,9/1/2011 9:46:14 AM,-2147483636,L,,,,,,,,,,,,,,,,,ACMI,,
PIEN 16,PR03,9/1/2011 9:46:14 AM,-2147483635,L,,,,,,,,,,,,,,,,,ELEL,,
PIEN 16,PR03,9/1/2011 9:46:14 AM,-2147483634,L,,,,,,,,,,,,,,,,,HIFE,,
PIEN 16,PR03,9/1/2011 9:46:14 AM,-2147483633,L,,,,,,,,,,,,,,,,,DRAS,,
PIEN 16,PR03,9/1/2011 9:46:14 AM,-2147483632,L,,,,,,,,,,,,,,,,,CAXX2,,
PIEN 16,PR03,9/1/2011 9:46:14 AM,-2147483631,L,,,,,,,,,,,,,,,,,ANPA,,
PIEN 16,PR03,9/1/2011 9:46:14 AM,-2147483630,L,,,,,,,,,,,,,,,,,AQCA,,
PIEN 16,PR03,9/1/2011 9:46:14 AM,-2147483629,L,,,,,,,,,,,,,,,,,ERXX,,
PIEN 16,PR03,9/1/2011 9:46:14 AM,-2147483628,L,,,,,,,,,,,,,,,,,PSMO,,
PIEN 16,PR03,9/1/2011 9:46:14 AM,-2147483627,L,,,,,,,,,,,,,,,,,PTAN,,
PIEN 16,PR04,9/7/2016 10:47:48 AM,,,,,,,,,,,,,TALBERT; BRANNFORS,ALI,,,,,,True,
PIEN 16,PR04,9/7/2016 10:47:48 AM,-2147483648,L,,,,,,,,,,,,,,,,,PYPI,,
PIEN 16,PR04,9/7/2016 10:47:48 AM,-2147483647,L,,,,,,,,,,,,,,,,,PYXX,,
PIEN 16,PR04,9/7/2016 10:47:48 AM,-2147483646,L,,,,,,,,,,,,,,,,,GOOB,,
PIEN 16,PR04,9/7/2016 10:47:48 AM,-2147483645,L,,,,,,,,,,,,,,,,,FRVI,,
PIEN 16,PR04,9/7/2016 10:47:48 AM,-2147483644,L,,,,,,,,,,,,,,,,,LIPO,,
PIEN 16,PR04,9/7/2016 10:47:48 AM,-2147483643,L,,,,,,,,,,,,,,,,,CHAN,,
PIEN 16,PR04,9/7/2016 10:47:48 AM,-2147483642,L,,,,,,,,,,,,,,,,,ANPA,,
PIEN 16,PR04,9/7/2016 10:47:48 AM,-2147483641,L,,,,,,,,,,,,,,,,,ANMA,,
PIEN 16,PR04,9/7/2016 10:47:48 AM,-2147483640,L,,,,,,,,,,,,,,,,,JUCO,,
PIEN 16,PR04,9/7/2016 10:47:48 AM,-2147483639,L,,,,,,,,,,,,,,,,,ABCO,,
PIEN 16,PR04,9/7/2016 10:47:48 AM,-2147483638,L,,,,,,,,,,,,,,,,,LOUT,,
PIEN 16,PR04,9/7/2016 10:47:48 AM,-2147483637,L,,,,,,,,,,,,,,,,,POFE,,
PIEN 16,Pre,8/19/2020 1:57:39 PM,,,,,,,,,,,,,BRANNFORS; KNAUF,LALOR,,,,,,True,
PIEN 16,Pre,8/19/2020 1:57:39 PM,-2147483648,L,,,,,,,,,,,,,,,,,AQCA,,
PIEN 16,Pre,8/19/2020 1:57:39 PM,-2147483647,L,,,,,OLD PYSE? ,,,,,,,,,,,,PYXX,,
PIEN 16,Pre,8/19/2020 1:57:39 PM,-2147483646,L,,,,,,,,,,,,,,,,,CHAN,,
PIEN 16,Pre,8/19/2020 1:57:39 PM,-2147483645,L,,,,,,,,,,,,,,,,,AMUT,,
PIEN 16,Pre,8/19/2020 1:57:39 PM,-2147483644,L,,,,,,,,,,,,,,,,,PECE,,
PIEN 16,Pre,8/19/2020 1:57:39 PM,-2147483643,L,,,,,,,,,,,,,,,,,LOUT,,
PIEN 16,Pre,8/19/2020 1:57:39 PM,-2147483642,L,,,,,,,,,,,,,,,,,CAXX,,
PIEN 16,Pre,8/19/2020 1:57:39 PM,-2147483641,L,,,,,,,,,,,,,,,,,FRVI,,
PIEN 16,Pre,8/19/2020 1:57:39 PM,-2147483640,L,,,,,,,,,,,,,,,,,ANMA,,
PIEN 16,Pre,8/19/2020 1:57:39 PM,-2147483639,L,,,,,,,,,,,,,,,,,ANPA,,
PIEN 16,Pre,8/19/2020 1:57:39 PM,-2147483638,L,,,,,,,,,,,,,,,,,PYPI,,
PIEN 16,Pre,8/19/2020 1:57:39 PM,-2147483637,L,,,,,,,,,,,,,,,,,LIPO,,
PIEN 16,Pre,8/19/2020 1:57:39 PM,-2147483636,L,,,,,,,,,,,,,,,,,BRFR,,
PIEN 16,Pre,8/19/2020 1:57:39 PM,-2147483635,L,,,,,,,,,,,,,,,,,CAXX2,,
PIEN 16,Pre,8/19/2020 1:57:39 PM,-2147483634,L,,,,,,,,,,,,,,,,,JUCO,,
PIEN 09,01Post,7/24/2000 12:00:00 AM,,,,,,,,,,,,,,,,,,,,True,
PIEN 09,01Post,7/24/2000 12:00:00 AM,1,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CIXX,,
PIEN 09,01Post,7/24/2000 12:00:00 AM,2,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,MUMO,,
PIEN 09,01Post,7/24/2000 12:00:00 AM,3,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,FRVI,,
PIEN 09,01Post,7/24/2000 12:00:00 AM,4,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ELEL,,
PIEN 09,01Post,7/24/2000 12:00:00 AM,5,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,SOXX,,
PIEN 09,01Post,7/24/2000 12:00:00 AM,6,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CHAL,,
PIEN 09,01Post,7/24/2000 12:00:00 AM,7,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,GXXX,,
PIEN 09,01Post,7/24/2000 12:00:00 AM,8,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,AXXX,,
PIEN 09,01Post,7/24/2000 12:00:00 AM,9,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,GEXX,,
PIEN 09,01Year1,9/5/2001 12:00:00 AM,,,,,,,,,,,,,,,,,,,,True,
PIEN 09,01Year1,9/5/2001 12:00:00 AM,1,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,FRVI,,
PIEN 09,01Year1,9/5/2001 12:00:00 AM,2,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LASE,,
PIEN 09,01Year1,9/5/2001 12:00:00 AM,3,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CEFE,,
PIEN 09,01Year1,9/5/2001 12:00:00 AM,4,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,MARE,,
PIEN 09,01Year1,9/5/2001 12:00:00 AM,5,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,RUID,,
PIEN 09,01Year1,9/5/2001 12:00:00 AM,6,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,HEMU,,
PIEN 09,01Year1,9/5/2001 12:00:00 AM,7,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ANPA,,
PIEN 09,01Year1,9/5/2001 12:00:00 AM,8,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CIWH,,
PIEN 09,01Year1,9/5/2001 12:00:00 AM,9,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CHAN,,
PIEN 09,01Year1,9/5/2001 12:00:00 AM,10,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,HYSU,,
PIEN 09,01Year10,8/24/2010 11:58:13 AM,,,,,,,,,,,,,,,,,,,,True,
PIEN 09,01Year10,8/24/2010 11:58:13 AM,-2147483648,L,,,,,,,,,,,,,,,,,PHEG,,
PIEN 09,01Year10,8/24/2010 11:58:13 AM,-2147483647,L,,,,,,,,,,,,,,,,,CHXX,,
PIEN 09,01Year10,8/24/2010 11:58:13 AM,-2147483646,L,,,,,,,,,,,,,,,,,MUMO,,
PIEN 09,01Year10,8/24/2010 11:58:13 AM,-2147483645,L,,,,,,,,,,,,,,,,,AGSC,,
PIEN 09,01Year10,8/24/2010 11:58:13 AM,-2147483643,L,,,,,,,,,,,,,,,,,RUID,,
PIEN 09,01Year10,8/24/2010 11:58:13 AM,-2147483642,L,,,,,,,,,,,,,,,,,MARE,,
PIEN 09,01Year10,8/24/2010 11:58:13 AM,-2147483641,L,,,,,,,,,,,,,,,,,ELGL,,
PIEN 09,01Year2,7/21/2002 12:00:00 AM,,,,,,,,,,,,,,,,,,,,True,
PIEN 09,01Year2,7/21/2002 12:00:00 AM,1,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,GERI,,
PIEN 09,01Year2,7/21/2002 12:00:00 AM,2,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,FRVI,,
PIEN 09,01Year2,7/21/2002 12:00:00 AM,3,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,GECA,,
PIEN 09,01Year2,7/21/2002 12:00:00 AM,4,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ERRA,,
PIEN 09,01Year2,7/21/2002 12:00:00 AM,5,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,SOMU,,
PIEN 09,01Year2,7/21/2002 12:00:00 AM,6,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,SOVE,,
PIEN 09,01Year2,7/21/2002 12:00:00 AM,8,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,KEGA,,
PIEN 09,01Year2,7/21/2002 12:00:00 AM,9,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PECE,,
PIEN 09,01Year2,7/21/2002 12:00:00 AM,10,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,BRXX,,
PIEN 09,01Year2,7/21/2002 12:00:00 AM,11,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LUXX,,
PIEN 09,01Year2,7/21/2002 12:00:00 AM,12,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ANPA,,
PIEN 09,01Year2,7/21/2002 12:00:00 AM,13,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,HECO,,
PIEN 09,01Year2,7/21/2002 12:00:00 AM,14,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,SISC,,
PIEN 09,01Year2,7/21/2002 12:00:00 AM,15,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,SARA,,
PIEN 09,01Year2,7/21/2002 12:00:00 AM,16,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CHAN,,
PIEN 09,01Year5,9/15/2005 12:00:00 AM,,,,,,,,,,,,,,,,,,,,True,
PIEN 09,01Year5,9/15/2005 12:00:00 AM,1,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,SOXX,,
PIEN 09,01Year5,9/15/2005 12:00:00 AM,2,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PHEG,,
PIEN 09,01Year5,9/15/2005 12:00:00 AM,4,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,POXX3,,
PIEN 09,01Year5,9/15/2005 12:00:00 AM,5,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,HEMU,,
PIEN 09,01Year5,9/15/2005 12:00:00 AM,6,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,AQCA,,
PIEN 09,01Year5,9/15/2005 12:00:00 AM,7,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ANPA,,
PIEN 09,01Year5,9/15/2005 12:00:00 AM,8,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CHXX,,
PIEN 09,02Year1,8/31/2017 10:44:50 AM,,,,,,,,,,,,,MURDOCH; McCLURE,TALBERT,,,,,,True,
PIEN 09,02Year1,8/31/2017 10:44:50 AM,-2147483648,L,,,,,,,,,,,,,,,,,CHXX,,
PIEN 09,02Year1,8/31/2017 10:44:50 AM,-2147483647,L,,,,,,,,,,,,,,,,,COCA,,
PIEN 09,02Year1,8/31/2017 10:44:50 AM,-2147483646,L,,,,,,,,,,,,,,,,,CAXX2,,
PIEN 09,02Year1,8/31/2017 10:44:50 AM,-2147483645,L,,,,,,,,,,,,,,,,,ANPA,,
PIEN 09,02Year1,8/31/2017 10:44:50 AM,-2147483644,L,,,,,,,,,,,,,,,,,RUID,,
PIEN 09,02Year1,8/31/2017 10:44:50 AM,-2147483643,L,,,,,,,,,,,,,,,,,LASE,,
PIEN 09,02Year1,8/31/2017 10:44:50 AM,-2147483642,L,,,,,,,,,,,,,,,,,VETH,,
PIEN 09,02Year1,8/31/2017 10:44:50 AM,-2147483641,L,,,,,,,,,,,,,,,,,AXXX,,
PIEN 09,02Year1,8/31/2017 10:44:50 AM,-2147483640,L,,,,,,,,,,,,,,,,,MAST,,
PIEN 09,02Year1,8/31/2017 10:44:50 AM,-2147483639,L,,,,,,,,,,,,,,,,,AGGL,,
PIEN 09,02Year1,8/31/2017 10:44:50 AM,-2147483638,L,,,,,,,,,,,,,,,,,SISC,,
PIEN 09,02Year1,8/31/2017 10:44:50 AM,-2147483637,L,,,,,,,,,,,,,,,,,DRAS,,
PIEN 09,02Year1,8/31/2017 10:44:50 AM,-2147483636,L,,,,,,,,,,,,,,,,,TAOF,,
PIEN 09,02Year2,7/10/2018 4:34:21 PM,,,,,,,,,,,,,VAUGHAN; McCLURE; MURDOCH; DANG;MARSHALL,,,,,,,True,
PIEN 09,02Year2,7/10/2018 4:34:21 PM,-2147483648,L,,,,,,,,,,,,,,,,,COCA,,
PIEN 09,02Year2,7/10/2018 4:34:21 PM,-2147483647,L,,,,,,,,,,,,,,,,,DICA,,
PIEN 09,02Year2,7/10/2018 4:34:21 PM,-2147483646,L,,,,,,,,,,,,,,,,,CHXX,,
PIEN 09,02Year2,7/10/2018 4:34:21 PM,-2147483645,L,,,,,,,,,,,,,,,,,HYCO,,
PIEN 09,02Year2,7/10/2018 4:34:21 PM,-2147483644,L,,,,,,,,,,,,,,,,,ANPA,,
PIEN 09,02Year2,7/10/2018 4:34:21 PM,-2147483643,L,,,,,,,,,,,,,,,,,ERXX,,
PIEN 09,02Year2,7/10/2018 4:34:21 PM,-2147483642,L,,,,,,,,,,,,,,,,,PSMO,,
PIEN 09,02Year2,7/10/2018 4:34:21 PM,-2147483641,L,,,,,SECOND,,,,,,,,,,,,SOXX,,
PIEN 09,02Year2,7/10/2018 4:34:21 PM,-2147483640,L,,,,,SECOND SP,,,,,,,,,,,,CIXX,,
PIEN 09,02Year2,7/10/2018 4:34:21 PM,-2147483639,L,,,,,,,,,,,,,,,,,PECE,,
PIEN 09,02Year2,7/10/2018 4:34:21 PM,-2147483638,L,,,,,,,,,,,,,,,,,LUXX,,
PIEN 09,02Year2,7/10/2018 4:34:21 PM,-2147483637,L,,,,,,,,,,,,,,,,,MARE,,
PIEN 09,02Year2,7/10/2018 4:34:21 PM,-2147483636,L,,,,,,,,,,,,,,,,,ABCO,,
PIEN 09,02Year5,10/7/2021 12:52:14 PM,,,,,,,,,,,,,Muscettola; Lakin,Muscettola,,,,,,True,
PIEN 09,02Year5,10/7/2021 12:52:14 PM,1,L,,,,,,,,,,,,,,,,,GERI,,
PIEN 09,02Year5,10/7/2021 12:52:14 PM,2,L,,,,,,,,,,,,,,,,,CAXX2,,
PIEN 09,02Year5,10/7/2021 12:52:14 PM,3,L,,,,,,,,,,,,,,,,,FRVI,,
PIEN 09,02Year5,10/7/2021 12:52:14 PM,4,L,,,,,,,,,,,,,,,,,PHEG,,
PIEN 09,02Year5,10/7/2021 12:52:14 PM,5,L,,,,,,,,,,,,,,,,,HIFE,,
PIEN 09,02Year5,10/7/2021 12:52:14 PM,6,L,,,,,,,,,,,,,,,,,EPBR,,
PIEN 09,02Year5,10/7/2021 12:52:14 PM,7,L,,,,,,,,,,,,,,,,,CHXX,,
PIEN 09,02Year5,10/7/2021 12:52:14 PM,8,L,,,,,,,,,,,,,,,,,TRDU,,
PIEN 09,02Year5,10/7/2021 12:52:14 PM,9,L,,,,,,,,,,,,,,,,,GADI,,
PIEN 09,02Year5,10/7/2021 12:52:14 PM,10,L,,,,,,,,,,,,,,,,,LUXX,,
PIEN 09,02Year5,10/7/2021 12:52:14 PM,11,L,,,,,,,,,,,,,,,,,MARE,,
PIEN 09,02Year5,10/7/2021 12:52:14 PM,12,L,,,,,,,,,,,,,,,,,ANPA,,
PIEN 07,01Post,7/23/2000 12:00:00 AM,,,,,,,,,,,,,,,,,,,,True,
PIEN 07,01Post,7/23/2000 12:00:00 AM,1,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CIXX,,
PIEN 07,01Post,7/23/2000 12:00:00 AM,2,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,SOXX,,
PIEN 07,01Post,7/23/2000 12:00:00 AM,3,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,MARE,,
PIEN 07,01Post,7/23/2000 12:00:00 AM,4,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PTAQ,,
PIEN 07,01Post,7/23/2000 12:00:00 AM,5,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LOUT,,
PIEN 07,01Post,7/23/2000 12:00:00 AM,6,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CHAN,,
PIEN 07,01Post,7/23/2000 12:00:00 AM,7,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ACMI,,
PIEN 07,01Year1,8/31/2001 12:00:00 AM,,,,,,,,,,,,,,,,,,,,True,
PIEN 07,01Year1,8/31/2001 12:00:00 AM,1,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,GAXX,,
PIEN 07,01Year1,8/31/2001 12:00:00 AM,2,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,SOXX,,
PIEN 07,01Year1,8/31/2001 12:00:00 AM,4,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CIWH,,
PIEN 07,01Year1,8/31/2001 12:00:00 AM,5,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PODO,,
PIEN 07,01Year1,8/31/2001 12:00:00 AM,6,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CHAN,,
PIEN 07,01Year10,8/10/2010 2:32:33 PM,,,,,,,,,,,,,,,,,,,,True,
PIEN 07,01Year10,8/10/2010 2:32:33 PM,-2147483648,L,,,,,,,,,,,,,,,,,CHAN,,
PIEN 07,01Year10,8/10/2010 2:32:33 PM,-2147483647,L,,,,,,,,,,,,,,,,,PTAQ,,
PIEN 07,01Year10,8/10/2010 2:32:33 PM,-2147483645,L,,,,,,,,,,,,,,,,,PHEG,,
PIEN 07,01Year10,8/10/2010 2:32:33 PM,-2147483644,L,,,,,,,,,,,,,,,,,SOXX,,
PIEN 07,01Year10,8/10/2010 2:32:33 PM,-2147483643,L,,,,,,,,,,,,,,,,,ERXX,,
PIEN 07,01Year10,8/10/2010 2:32:33 PM,-2147483642,L,,,,,,,,,,,,,,,,,BRFR,,
PIEN 07,01Year10,8/10/2010 2:32:33 PM,-2147483641,L,,,,,,,,,,,,,,,,,AXXX,,
PIEN 07,01Year10,8/10/2010 2:32:33 PM,-2147483640,L,,,,,,,,,,,,,,,,,ERRA,,
PIEN 07,01Year2,8/30/2002 12:00:00 AM,,,,,,,,,,,,,,,,,,,,True,
PIEN 07,01Year2,8/30/2002 12:00:00 AM,1,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,POXX2,,
PIEN 07,01Year2,8/30/2002 12:00:00 AM,2,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,BRCI,,
PIEN 07,01Year2,8/30/2002 12:00:00 AM,3,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,EPXX,,
PIEN 07,01Year2,8/30/2002 12:00:00 AM,4,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ACMI,,
PIEN 07,01Year5,9/21/2005 12:00:00 AM,,,,,,,,,,,,,,,,,,,,True,
PIEN 07,01Year5,9/21/2005 12:00:00 AM,1,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,SOXX,,
PIEN 07,01Year5,9/21/2005 12:00:00 AM,2,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,MAXX,,
PIEN 07,01Year5,9/21/2005 12:00:00 AM,3,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ERXX,,
PIEN 07,01Year5,9/21/2005 12:00:00 AM,4,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CHAN,,
PIEN 07,01Year5,9/21/2005 12:00:00 AM,5,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,POFE,,
PIEN 07,02Year1,8/22/2017 11:23:30 AM,,,,,,,,,,,,,BRANNFORS; MURDOCH,McClure,,,,,,True,
PIEN 07,02Year1,8/22/2017 11:23:30 AM,-2147483648,L,,,,,,,,,,,,,,,,,TRDU,,
PIEN 07,02Year1,8/22/2017 11:23:30 AM,-2147483647,L,,,,,,,,,,,,,,,,,LASE,,
PIEN 07,02Year1,8/22/2017 11:23:30 AM,-2147483646,L,,,,,,,,,,,,,,,,,TAOF,,
PIEN 07,02Year1,8/22/2017 11:23:30 AM,-2147483644,L,,,,,,,,,,,,,,,,,RUID,,
PIEN 07,02Year1,8/22/2017 11:23:30 AM,-2147483643,L,,,,,,,,,,,,,,,,,STXX,,
PIEN 07,02Year1,8/22/2017 11:23:30 AM,-2147483642,L,,,,,,,,,,,,,,,,,BRFR,,
PIEN 07,02Year1,8/22/2017 11:23:30 AM,-2147483641,L,,,,,,,,,,,,,,,,,PECE,,
