MacroPlot.Name,Monitoring.Status,Date,Index,Transect,Azimuth,Slope,OneHr,TenHr,HunHr,FWDFuConSt,Comment,UV1,UV2,UV3,NumTran,OneHrTranLen,TenHrTranLen,HunHrTranLen,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Visited,X
PIED 07,01Year5,5/3/1999 12:00:00 AM,4,4,296,0,7,3,0,PIED,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIED 07,02Pre,9/11/2023 10:37:18 PM,,,,,,,,,,,,,4,6,6,12,Cierley,Brannfors,Horse; cow,,,,True,
PIED 07,02Pre,9/11/2023 10:37:18 PM,1,1,243,0,11,1,1,PIED,R of JUOS #15 @11ft; L of JUOS @38ft,,,,,,,,,,,,,,,
PIED 07,02Pre,9/11/2023 10:37:18 PM,2,2,176,0,7,2,0,PIED,L of JUOS #17 @56ft; R of JUOS @60ft; R of small PIPO @89ft ,,,,,,,,,,,,,,,
PIED 07,02Pre,9/11/2023 10:37:18 PM,3,3,129,2,18,8,6,PIED,Directly under widowmaker @4ft; 3B is 1m west of Q3,,,,,,,,,,,,,,,
PIED 07,02Pre,9/11/2023 10:37:18 PM,4,4,296,0,10,3,0,PIED,L of skinny PIED @68ft; L of JUOS snag @95ft,,,,,,,,,,,,,,,
PIED 07,Pre,6/30/1994 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIED 07,Pre,6/30/1994 12:00:00 AM,1,1,243,0,4,0,1,PIED,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIED 07,Pre,6/30/1994 12:00:00 AM,2,2,176,0,0,1,0,PIED,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIED 07,Pre,6/30/1994 12:00:00 AM,3,3,129,2,11,3,1,PIED,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIED 07,Pre,6/30/1994 12:00:00 AM,4,4,296,0,9,3,1,PIED,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIED 15,01Post,10/3/1993 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIED 15,01Post,10/3/1993 12:00:00 AM,1,1,292,0,3,0,0,PIED,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIED 15,01Post,10/3/1993 12:00:00 AM,2,2,109,0,7,0,0,PIED,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIED 15,01Post,10/3/1993 12:00:00 AM,3,3,354,1,3,0,0,PIED,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIED 15,01Post,10/3/1993 12:00:00 AM,4,4,240,5,1,2,1,PIED,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIED 15,01Year1,7/12/1994 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIED 15,01Year1,7/12/1994 12:00:00 AM,1,1,292,0,3,2,0,PIED,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIED 15,01Year1,7/12/1994 12:00:00 AM,2,2,109,0,8,1,0,PIED,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIED 15,01Year1,7/12/1994 12:00:00 AM,3,3,354,1,8,3,0,PIED,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIED 15,01Year1,7/12/1994 12:00:00 AM,4,4,240,5,5,4,0,PIED,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIED 15,01Year2,7/10/1995 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIED 15,01Year2,7/10/1995 12:00:00 AM,1,1,292,0,15,4,0,PIED,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIED 15,01Year2,7/10/1995 12:00:00 AM,2,2,109,0,22,5,0,PIED,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIED 15,01Year2,7/10/1995 12:00:00 AM,3,3,354,1,4,4,0,PIED,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIED 15,01Year2,7/10/1995 12:00:00 AM,4,4,240,5,3,1,1,PIED,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIED 15,01Year5,6/16/1998 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIED 15,01Year5,6/16/1998 12:00:00 AM,1,1,292,0,11,6,0,PIED,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIED 15,01Year5,6/16/1998 12:00:00 AM,2,2,109,0,16,1,0,PIED,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIED 15,01Year5,6/16/1998 12:00:00 AM,3,3,354,1,2,1,0,PIED,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIED 15,01Year5,6/16/1998 12:00:00 AM,4,4,240,5,4,0,0,PIED,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIED 15,02Pre,9/10/2023 11:48:06 PM,,,,,,,,,,,,,4,6,6,12,Cierley,Brannfors,Horse; cow,,,,True,
PIED 15,02Pre,9/10/2023 11:48:06 PM,1,1,292,0,15,10,3,PIED,L of PIED #45 @8ft; R of JUOS #44 @11ft; crosses Q4-Q1 @36ft; 1B is the rebar to the L,,,,,,,,,,,,,,,
PIED 15,02Pre,9/10/2023 11:48:06 PM,2,2,109,0,23,14,2,PIED,R of PIED #28 @34ft; L of JUOS @40ft; through DD trees ,,,,,,,,,,,,,,,
PIED 15,02Pre,9/10/2023 11:48:06 PM,3,3,354,1,6,4,0,PIED,R of JUOS #4 @14ft; R of JUOS #9 @45ft; L of JUOS #13 @62ft,,,,,,,,,,,,,,,
PIED 15,02Pre,9/10/2023 11:48:06 PM,4,4,240,5,7,1,0,PIED,R of PIED #6 @21ft; between PIED and JUOS @61ft,,,,,,,,,,,,,,,
PIED 15,Pre,7/29/1993 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIED 15,Pre,7/29/1993 12:00:00 AM,1,1,292,0,3,0,0,PIED,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIED 15,Pre,7/29/1993 12:00:00 AM,2,2,109,0,7,0,0,PIED,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIED 15,Pre,7/29/1993 12:00:00 AM,3,3,354,1,3,0,0,PIED,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIED 15,Pre,7/29/1993 12:00:00 AM,4,4,240,5,1,2,1,PIED,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIED 02,01Post,3/8/1995 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIED 02,01Post,3/8/1995 12:00:00 AM,1,1,186,0,19,4,0,PIED,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIED 02,01Post,3/8/1995 12:00:00 AM,2,2,260,0,2,2,1,PIED,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIED 02,01Post,3/8/1995 12:00:00 AM,3,3,110,2,1,9,3,PIED,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIED 02,01Post,3/8/1995 12:00:00 AM,4,4,123,3,0,2,2,PIED,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIED 02,01Year1,6/2/1995 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIED 02,01Year1,6/2/1995 12:00:00 AM,1,1,186,0,24,5,2,PIED,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIED 02,01Year1,6/2/1995 12:00:00 AM,2,2,260,0,2,3,1,PIED,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIED 02,01Year1,6/2/1995 12:00:00 AM,3,3,110,2,6,16,3,PIED,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIED 02,01Year1,6/2/1995 12:00:00 AM,4,4,123,3,11,3,0,PIED,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIED 02,01Year2,6/14/1996 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIED 02,01Year2,6/14/1996 12:00:00 AM,1,1,186,0,28,5,0,PIED,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIED 02,01Year2,6/14/1996 12:00:00 AM,2,2,260,0,0,1,1,PIED,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIED 02,01Year2,6/14/1996 12:00:00 AM,3,3,110,2,6,14,4,PIED,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIED 02,01Year2,6/14/1996 12:00:00 AM,4,4,123,3,6,2,0,PIED,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIED 02,01Year5,5/6/1999 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIED 02,01Year5,5/6/1999 12:00:00 AM,1,1,186,0,22,7,2,PIED,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIED 02,01Year5,5/6/1999 12:00:00 AM,2,2,260,0,1,1,0,PIED,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIED 02,01Year5,5/6/1999 12:00:00 AM,3,3,110,2,5,5,3,PIED,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIED 02,01Year5,5/6/1999 12:00:00 AM,4,4,123,3,3,3,0,PIED,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIED 02,02Pre,9/11/2023 9:37:42 PM,,,,,,,,,,,,,4,6,6,12,Cierley,Brannfors,,,,,True,
PIED 02,02Pre,9/11/2023 9:37:42 PM,1,1,186,0,14,1,3,PIED,1ft to L of 0P; 1B behind DD JUOS,,,,,,,,,,,,,,,
PIED 02,02Pre,9/11/2023 9:37:42 PM,2,2,260,0,2,0,0,PIED,R of PIPO @37ft; L of JUOS @61ft,,,,,,,,,,,,,,,
PIED 02,02Pre,9/11/2023 9:37:42 PM,3,3,110,2,17,3,1,PIED,over large DD PIED @61ft; L of JUOS @97ft (blue rebar on the far R),,,,,,,,,,,,,,,
PIED 02,02Pre,9/11/2023 9:37:42 PM,4,4,123,3,12,1,0,PIED,L of JUOS @14ft; between PIEDs @47ft; over DD PIED (L blue rebar),,,,,,,,,,,,,,,
PIED 02,Pre,6/16/1994 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIED 02,Pre,6/16/1994 12:00:00 AM,1,1,186,0,47,32,2,PIED,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIED 02,Pre,6/16/1994 12:00:00 AM,2,2,260,0,4,2,1,PIED,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIED 02,Pre,6/16/1994 12:00:00 AM,3,3,110,2,12,6,4,PIED,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIED 02,Pre,6/16/1994 12:00:00 AM,4,4,123,3,12,3,0,PIED,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIED 09,01Post,5/27/1993 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIED 09,01Post,5/27/1993 12:00:00 AM,1,1,1,0,6,7,0,PIED,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIED 09,01Post,5/27/1993 12:00:00 AM,2,2,248,0,4,0,0,PIED,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIED 09,01Post,5/27/1993 12:00:00 AM,3,3,146,0,31,4,1,PIED,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIED 09,01Post,5/27/1993 12:00:00 AM,4,4,219,0,14,15,2,PIED,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIED 09,01Year1,10/11/1994 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIED 09,01Year1,10/11/1994 12:00:00 AM,1,1,1,0,14,6,0,PIED,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIED 09,01Year1,10/11/1994 12:00:00 AM,2,2,248,0,1,0,1,PIED,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIED 09,01Year1,10/11/1994 12:00:00 AM,3,3,146,0,11,3,3,PIED,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIED 09,01Year1,10/11/1994 12:00:00 AM,4,4,219,0,6,8,7,PIED,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIED 09,01Year2,10/18/1995 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIED 09,01Year2,10/18/1995 12:00:00 AM,1,1,1,0,39,13,0,PIED,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIED 09,01Year2,10/18/1995 12:00:00 AM,2,2,248,0,3,0,0,PIED,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIED 09,01Year2,10/18/1995 12:00:00 AM,3,3,146,0,16,8,3,PIED,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIED 09,01Year2,10/18/1995 12:00:00 AM,4,4,219,0,2,12,8,PIED,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIED 09,01Year5,5/31/1998 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIED 09,01Year5,5/31/1998 12:00:00 AM,1,1,1,0,15,7,0,PIED,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIED 09,01Year5,5/31/1998 12:00:00 AM,2,2,248,0,1,0,0,PIED,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIED 09,01Year5,5/31/1998 12:00:00 AM,3,3,146,0,15,4,2,PIED,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIED 09,01Year5,5/31/1998 12:00:00 AM,4,4,219,0,0,5,7,PIED,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,,,,,,,,,,,,,4,6,6,12,Lakin,Brannfors,Horse,,,,True,
PIED 09,02Pre,9/13/2023 11:01:53 PM,1,1,1,0,23,9,0,PIED,Just R of large cliff rose @44ft,,,,,,,,,,,,,,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,2,2,248,0,7,2,0,PIED,L of JUOS #73 @56ft; R of JUOS @84ft,,,,,,,,,,,,,,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,3,3,146,0,52,3,1,PIED,L of JUOS #69 @21ft; L of leaning PIED #64 @90ft,,,,,,,,,,,,,,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,4,4,219,0,4,1,5,PIED,4B is 5m SE of 1A,,,,,,,,,,,,,,,
PIED 09,Pre,10/9/1992 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIED 09,Pre,10/9/1992 12:00:00 AM,1,1,1,0,24,5,1,PIED,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIED 09,Pre,10/9/1992 12:00:00 AM,2,2,248,0,8,0,0,PIED,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIED 09,Pre,10/9/1992 12:00:00 AM,3,3,146,0,32,5,5,PIED,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIED 09,Pre,10/9/1992 12:00:00 AM,4,4,219,0,5,10,4,PIED,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIED 08,01Post,8/30/1992 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIED 08,01Post,8/30/1992 12:00:00 AM,1,1,188,2,3,2,1,PIED,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIED 08,01Post,8/30/1992 12:00:00 AM,2,2,30,3,0,1,0,PIED,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIED 08,01Post,8/30/1992 12:00:00 AM,3,3,288,7,2,0,0,PIED,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIED 08,01Post,8/30/1992 12:00:00 AM,4,4,325,20,1,2,2,PIED,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIED 08,01Year1,8/30/1993 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIED 08,01Year1,8/30/1993 12:00:00 AM,1,1,188,2,1,1,1,PIED,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIED 08,01Year1,8/30/1993 12:00:00 AM,2,2,30,3,0,0,1,PIED,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIED 08,01Year1,8/30/1993 12:00:00 AM,3,3,288,7,2,0,0,PIED,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIED 08,01Year1,8/30/1993 12:00:00 AM,4,4,325,20,0,1,2,PIED,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIED 08,01Year2,8/24/1994 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIED 08,01Year2,8/24/1994 12:00:00 AM,1,1,188,2,8,2,1,PIED,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIED 08,01Year2,8/24/1994 12:00:00 AM,2,2,30,3,4,1,0,PIED,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIED 08,01Year2,8/24/1994 12:00:00 AM,3,3,288,7,8,2,0,PIED,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIED 08,01Year2,8/24/1994 12:00:00 AM,4,4,325,20,6,5,2,PIED,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIED 08,01Year5,7/30/1997 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIED 08,01Year5,7/30/1997 12:00:00 AM,1,1,188,2,13,2,2,PIED,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIED 08,01Year5,7/30/1997 12:00:00 AM,2,2,30,3,23,4,0,PIED,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIED 08,01Year5,7/30/1997 12:00:00 AM,3,3,288,7,19,0,0,PIED,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIED 08,01Year5,7/30/1997 12:00:00 AM,4,4,325,20,4,2,2,PIED,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
PIED 08,02Pre,9/14/2023 10:43:04 PM,,,,,,,,,,,,,4,6,6,12,Lakin,Brannfors,Horse; cow,,,,True,
PIED 08,02Pre,9/14/2023 10:43:04 PM,1,1,188,2,27,4,2,PIED,Crosses Q3-Q4 line @37ft and 5m mark; L of PIED clump @63ft,,,,,,,,,,,,,,,
PIED 08,02Pre,9/14/2023 10:43:04 PM,2,2,30,3,8,4,0,PIED,L of JUOS #34 @16ft; R of PIED #45 @30ft; L of PIED snag @64ft ,,,,,,,,,,,,,,,
PIED 08,02Pre,9/14/2023 10:43:04 PM,3,3,288,7,27,6,1,PIED,R of JUOS #89 @23ft; R of PIPO @80ft ,,,,,,,,,,,,,,,
PIED 08,02Pre,9/14/2023 10:43:04 PM,4,4,325,20,2,4,1,PIED,R of PIED #82 @3ft; L of PIED #84 @33ft; R of JUOS @67ft,,,,,,,,,,,,,,,
PIED 08,Pre,6/20/1992 12:00:00 AM,,,,,,,,,,,,,4,6,6,12,,,,,,,True,
PIED 08,Pre,6/20/1992 12:00:00 AM,1,1,188,2,4,2,2,PIED,From FMH DFTRANS 1057,,, fuel1_ALL,,,,,,,,,,,,
PIED 08,Pre,6/20/1992 12:00:00 AM,2,2,30,3,0,6,0,PIED,From FMH DFTRANS 1057,,, fuel2_ALL,,,,,,,,,,,,
PIED 08,Pre,6/20/1992 12:00:00 AM,3,3,288,7,6,0,0,PIED,From FMH DFTRANS 1057,,, fuel3_ALL,,,,,,,,,,,,
PIED 08,Pre,6/20/1992 12:00:00 AM,4,4,325,20,6,8,13,PIED,From FMH DFTRANS 1057,,, fuel4_ALL,,,,,,,,,,,,
